country_1,country_2,country_3,country_4,collaboration_emissions,technology_name,technology_cost
KR,MY,PH,,138.36763583290616,Ammonia to electricity [PH],4.9990937496764446e-08
KR,MY,PH,,138.36763583290616,Ammonia High Temp. Heating [PH],1.7913416816471618e-08
KR,MY,PH,,138.36763583290616,Fossil High Temp. Heating [PH],0.8790846054829053
KR,MY,PH,,138.36763583290616,Electricity Demand [PH],0.0
KR,MY,PH,,138.36763583290616,High Temp. Heating Demand [PH],0.0
KR,MY,PH,,138.36763583290616,Rooftop PV [MY],2.061163860226001e-11
KR,MY,PH,,138.36763583290616,Openfield PV [MY],1.0813507425454143
KR,MY,PH,,138.36763583290616,Onshore wind [MY],4.8353152089970335
KR,MY,PH,,138.36763583290616,Offshore wind [MY],5.163448033183721e-10
KR,MY,PH,,138.36763583290616,Fossil fuel powerplant [MY],1.3777095055195645
KR,MY,PH,,138.36763583290616,Battery storage [MY],0.5250288756981205
KR,MY,PH,,138.36763583290616,Electric High Temp. Heating [MY],0.1369726887820629
KR,MY,PH,,138.36763583290616,Electricity to Ammonia [MY],7.682070224571707e-08
KR,MY,PH,,138.36763583290616,Ammonia storage [MY],6.013208565192779e-08
KR,MY,PH,,138.36763583290616,Ammonia to electricity [MY],2.8850937744598677e-08
KR,MY,PH,,138.36763583290616,Ammonia High Temp. Heating [MY],1.3760512752263849e-08
KR,MY,PH,,138.36763583290616,Fossil High Temp. Heating [MY],1.2534821677766637
KR,MY,PH,,138.36763583290616,Electricity Demand [MY],0.0
KR,MY,PH,,138.36763583290616,High Temp. Heating Demand [MY],0.0
KR,MY,PH,,138.36763583290616,Ammonia Transport [KR-PH],7.984972302554393e-10
KR,MY,PH,,138.36763583290616,HVDC Cables  [KR-PH],5.905569929154254
KR,MY,PH,,138.36763583290616,Ammonia Transport [KR-MY],8.983781007051929e-11
KR,MY,PH,,138.36763583290616,HVDC Cables  [KR-MY],8.954040329486806e-08
KR,MY,PH,,138.36763583290616,Ammonia Transport [PH-MY],7.905468409347693e-10
KR,MY,PH,,138.36763583290616,HVDC Cables  [PH-MY],0.4461163395779488
KR,MY,PH,,69.18381793263835,Rooftop PV [KR],0.7736868014157957
KR,MY,PH,,69.18381793263835,Openfield PV [KR],2.1143694432139943
KR,MY,PH,,69.18381793263835,Onshore wind [KR],0.8799121197877023
KR,MY,PH,,69.18381793263835,Offshore wind [KR],2.0484991762925993
KR,MY,PH,,69.18381793263835,Fossil fuel powerplant [KR],4.974882917906643
KR,MY,PH,,69.18381793263835,Battery storage [KR],3.413199790237202
KR,MY,PH,,69.18381793263835,Electric High Temp. Heating [KR],0.2595732598294852
KR,MY,PH,,69.18381793263835,Electricity to Ammonia [KR],2.7989608835009195e-05
KR,MY,PH,,69.18381793263835,Ammonia storage [KR],2.712448013510928e-05
KR,MY,PH,,69.18381793263835,Ammonia to electricity [KR],1.1757940676417082e-05
KR,MY,PH,,69.18381793263835,Ammonia High Temp. Heating [KR],7.475408525524884e-06
KR,MY,PH,,69.18381793263835,Fossil High Temp. Heating [KR],2.1782962296354307
KR,MY,PH,,69.18381793263835,Electricity Demand [KR],0.0
KR,MY,PH,,69.18381793263835,High Temp. Heating Demand [KR],0.0
KR,MY,PH,,69.18381793263835,Rooftop PV [PH],1.1027271964969372e-10
KR,MY,PH,,69.18381793263835,Openfield PV [PH],0.4925811989445383
KR,MY,PH,,69.18381793263835,Onshore wind [PH],8.229857312932953
KR,MY,PH,,69.18381793263835,Offshore wind [PH],4.641572113610422
KR,MY,PH,,69.18381793263835,Fossil fuel powerplant [PH],3.123706333811161e-07
KR,MY,PH,,69.18381793263835,Battery storage [PH],1.2626050778133492e-05
KR,MY,PH,,69.18381793263835,Electric High Temp. Heating [PH],0.1270287229915537
KR,MY,PH,,69.18381793263835,Electricity to Ammonia [PH],0.0042665799071236
KR,MY,PH,,69.18381793263835,Ammonia storage [PH],0.0035811920434412
KR,MY,PH,,69.18381793263835,Ammonia to electricity [PH],0.0015528118626056
KR,MY,PH,,69.18381793263835,Ammonia High Temp. Heating [PH],0.0004025930590353
KR,MY,PH,,69.18381793263835,Fossil High Temp. Heating [PH],0.6046848241585697
KR,MY,PH,,69.18381793263835,Electricity Demand [PH],0.0
KR,MY,PH,,69.18381793263835,High Temp. Heating Demand [PH],0.0
KR,MY,PH,,69.18381793263835,Rooftop PV [MY],1.0785186028203656e-10
KR,MY,PH,,69.18381793263835,Openfield PV [MY],2.0457972922806467
KR,MY,PH,,69.18381793263835,Onshore wind [MY],4.835315208736952
KR,MY,PH,,69.18381793263835,Offshore wind [MY],7.926787253481285e-10
KR,MY,PH,,69.18381793263835,Fossil fuel powerplant [MY],0.1065799467034696
KR,MY,PH,,69.18381793263835,Battery storage [MY],2.5925093517568145
KR,MY,PH,,69.18381793263835,Electric High Temp. Heating [MY],0.1395732902628085
KR,MY,PH,,69.18381793263835,Electricity to Ammonia [MY],0.003065629951928
KR,MY,PH,,69.18381793263835,Ammonia storage [MY],0.0034173478168076
KR,MY,PH,,69.18381793263835,Ammonia to electricity [MY],0.0013582792106039
KR,MY,PH,,69.18381793263835,Ammonia High Temp. Heating [MY],0.0003267549426005
KR,MY,PH,,69.18381793263835,Fossil High Temp. Heating [MY],0.8297912889736064
KR,MY,PH,,69.18381793263835,Electricity Demand [MY],0.0
KR,MY,PH,,69.18381793263835,High Temp. Heating Demand [MY],0.0
KR,MY,PH,,69.18381793263835,Ammonia Transport [KR-PH],3.351471314408698e-07
KR,MY,PH,,69.18381793263835,HVDC Cables  [KR-PH],6.279315314551483
KR,MY,PH,,69.18381793263835,Ammonia Transport [KR-MY],2.2874851598955965e-07
KR,MY,PH,,69.18381793263835,HVDC Cables  [KR-MY],6.123056811019882e-07
KR,MY,PH,,69.18381793263835,Ammonia Transport [PH-MY],4.850225798071407e-05
KR,MY,PH,,69.18381793263835,HVDC Cables  [PH-MY],0.5635490390438362
KR,MY,PH,,1.5157486783764835e-10,Rooftop PV [KR],0.773686801429771
KR,MY,PH,,1.5157486783764835e-10,Openfield PV [KR],2.1143694432095312
KR,MY,PH,,1.5157486783764835e-10,Onshore wind [KR],0.879912119729129
KR,MY,PH,,1.5157486783764835e-10,Offshore wind [KR],9.530707228709996
KR,MY,PH,,1.5157486783764835e-10,Fossil fuel powerplant [KR],0.0
KR,MY,PH,,1.5157486783764835e-10,Battery storage [KR],6.230724079294859
KR,MY,PH,,1.5157486783764835e-10,Electric High Temp. Heating [KR],0.2626630936317605
KR,MY,PH,,1.5157486783764835e-10,Electricity to Ammonia [KR],0.6944053011951682
KR,MY,PH,,1.5157486783764835e-10,Ammonia storage [KR],3.116606755015503
KR,MY,PH,,1.5157486783764835e-10,Ammonia to electricity [KR],0.5303360391297542
KR,MY,PH,,1.5157486783764835e-10,Ammonia High Temp. Heating [KR],0.0593581813591636
KR,MY,PH,,1.5157486783764835e-10,Fossil High Temp. Heating [KR],5.240741420648479e-12
KR,MY,PH,,1.5157486783764835e-10,Electricity Demand [KR],0.0
KR,MY,PH,,1.5157486783764835e-10,High Temp. Heating Demand [KR],0.0
KR,MY,PH,,1.5157486783764835e-10,Rooftop PV [PH],2.8105772605485976e-10
KR,MY,PH,,1.5157486783764835e-10,Openfield PV [PH],3.5517094332345724
KR,MY,PH,,1.5157486783764835e-10,Onshore wind [PH],8.229857312881137
KR,MY,PH,,1.5157486783764835e-10,Offshore wind [PH],3.4039060431195143
KR,MY,PH,,1.5157486783764835e-10,Fossil fuel powerplant [PH],0.0
KR,MY,PH,,1.5157486783764835e-10,Battery storage [PH],2.677801938243259
KR,MY,PH,,1.5157486783764835e-10,Electric High Temp. Heating [PH],0.1264424588184012
KR,MY,PH,,1.5157486783764835e-10,Electricity to Ammonia [PH],1.307648000317806
KR,MY,PH,,1.5157486783764835e-10,Ammonia storage [PH],2.351082912440046
KR,MY,PH,,1.5157486783764835e-10,Ammonia to electricity [PH],0.1196683917623301
KR,MY,PH,,1.5157486783764835e-10,Ammonia High Temp. Heating [PH],0.0279639023900725
KR,MY,PH,,1.5157486783764835e-10,Fossil High Temp. Heating [PH],5.240274561420173e-12
KR,MY,PH,,1.5157486783764835e-10,Electricity Demand [PH],0.0
KR,MY,PH,,1.5157486783764835e-10,High Temp. Heating Demand [PH],0.0
KR,MY,PH,,1.5157486783764835e-10,Rooftop PV [MY],2.7723141485717675e-10
KR,MY,PH,,1.5157486783764835e-10,Openfield PV [MY],3.2052791879447944
KR,MY,PH,,1.5157486783764835e-10,Onshore wind [MY],4.835315208279353
KR,MY,PH,,1.5157486783764835e-10,Offshore wind [MY],2.362742142423388e-09
KR,MY,PH,,1.5157486783764835e-10,Fossil fuel powerplant [MY],0.0
KR,MY,PH,,1.5157486783764835e-10,Battery storage [MY],4.0065419101816016
KR,MY,PH,,1.5157486783764835e-10,Electric High Temp. Heating [MY],0.1395773515994877
KR,MY,PH,,1.5157486783764835e-10,Electricity to Ammonia [MY],0.5924481619425992
KR,MY,PH,,1.5157486783764835e-10,Ammonia storage [MY],0.968943497849714
KR,MY,PH,,1.5157486783764835e-10,Ammonia to electricity [MY],0.038740863482651
KR,MY,PH,,1.5157486783764835e-10,Ammonia High Temp. Heating [MY],0.0292392100847192
KR,MY,PH,,1.5157486783764835e-10,Fossil High Temp. Heating [MY],5.240382758688133e-12
KR,MY,PH,,1.5157486783764835e-10,Electricity Demand [MY],0.0
KR,MY,PH,,1.5157486783764835e-10,High Temp. Heating Demand [MY],0.0
KR,MY,PH,,1.5157486783764835e-10,Ammonia Transport [KR-PH],0.0338400289676595
KR,MY,PH,,1.5157486783764835e-10,HVDC Cables  [KR-PH],5.470426293861438
KR,MY,PH,,1.5157486783764835e-10,Ammonia Transport [KR-MY],0.0121842909377654
KR,MY,PH,,1.5157486783764835e-10,HVDC Cables  [KR-MY],0.2190399723255839
KR,MY,PH,,1.5157486783764835e-10,Ammonia Transport [PH-MY],0.0056331314537486
KR,MY,PH,,1.5157486783764835e-10,HVDC Cables  [PH-MY],0.4475517896544911
KR,MY,PH,,37.185570299617275,Rooftop PV [KR],0.7736868014953141
KR,MY,PH,,37.185570299617275,Openfield PV [KR],2.1143694432644797
KR,MY,PH,,37.185570299617275,Onshore wind [KR],0.8799121197874462
KR,MY,PH,,37.185570299617275,Offshore wind [KR],5.200300425484366
KR,MY,PH,,37.185570299617275,Fossil fuel powerplant [KR],2.2515340917157594
KR,MY,PH,,37.185570299617275,Battery storage [KR],6.3078409384874625
KR,MY,PH,,37.185570299617275,Electric High Temp. Heating [KR],0.2622915728955067
KR,MY,PH,,37.185570299617275,Electricity to Ammonia [KR],0.0168895303558766
KR,MY,PH,,37.185570299617275,Ammonia storage [KR],0.0161712409967534
KR,MY,PH,,37.185570299617275,Ammonia to electricity [KR],0.0050483541992521
KR,MY,PH,,37.185570299617275,Ammonia High Temp. Heating [KR],0.0007616002582087
KR,MY,PH,,37.185570299617275,Fossil High Temp. Heating [KR],1.714108707869846
KR,MY,PH,,37.185570299617275,Electricity Demand [KR],0.0
KR,MY,PH,,37.185570299617275,High Temp. Heating Demand [KR],0.0
KR,MY,PH,,37.185570299617275,Rooftop PV [PH],1.1697373009010662e-10
KR,MY,PH,,37.185570299617275,Openfield PV [PH],1.724394916965815
KR,MY,PH,,37.185570299617275,Onshore wind [PH],8.229857313378298
KR,MY,PH,,37.185570299617275,Offshore wind [PH],3.775093577751427
KR,MY,PH,,37.185570299617275,Fossil fuel powerplant [PH],1.704986387410963e-07
KR,MY,PH,,37.185570299617275,Battery storage [PH],0.630150385483583
KR,MY,PH,,37.185570299617275,Electric High Temp. Heating [PH],0.1264420904215503
KR,MY,PH,,37.185570299617275,Electricity to Ammonia [PH],0.2261617127822442
KR,MY,PH,,37.185570299617275,Ammonia storage [PH],0.3093270137562182
KR,MY,PH,,37.185570299617275,Ammonia to electricity [PH],0.1014117145012131
KR,MY,PH,,37.185570299617275,Ammonia High Temp. Heating [PH],0.0112177545192221
KR,MY,PH,,37.185570299617275,Fossil High Temp. Heating [PH],0.3907866045109538
KR,MY,PH,,37.185570299617275,Electricity Demand [PH],0.0
KR,MY,PH,,37.185570299617275,High Temp. Heating Demand [PH],0.0
KR,MY,PH,,37.185570299617275,Rooftop PV [MY],1.1454930517706111e-10
KR,MY,PH,,37.185570299617275,Openfield PV [MY],2.491440673231021
KR,MY,PH,,37.185570299617275,Onshore wind [MY],4.835315208622391
KR,MY,PH,,37.185570299617275,Offshore wind [MY],5.14539815067158e-10
KR,MY,PH,,37.185570299617275,Fossil fuel powerplant [MY],1.8824441023142042e-07
KR,MY,PH,,37.185570299617275,Battery storage [MY],3.295910751015812
KR,MY,PH,,37.185570299617275,Electric High Temp. Heating [MY],0.1395754739425558
KR,MY,PH,,37.185570299617275,Electricity to Ammonia [MY],0.2045962197879849
KR,MY,PH,,37.185570299617275,Ammonia storage [MY],0.2792273928579006
KR,MY,PH,,37.185570299617275,Ammonia to electricity [MY],0.0884289738398095
KR,MY,PH,,37.185570299617275,Ammonia High Temp. Heating [MY],0.0080543738256765
KR,MY,PH,,37.185570299617275,Fossil High Temp. Heating [MY],0.5483114283756214
KR,MY,PH,,37.185570299617275,Electricity Demand [MY],0.0
KR,MY,PH,,37.185570299617275,High Temp. Heating Demand [MY],0.0
KR,MY,PH,,37.185570299617275,Ammonia Transport [KR-PH],0.0002084495420297
KR,MY,PH,,37.185570299617275,HVDC Cables  [KR-PH],5.7936564671190975
KR,MY,PH,,37.185570299617275,Ammonia Transport [KR-MY],0.0001055283232069
KR,MY,PH,,37.185570299617275,HVDC Cables  [KR-MY],1.494329098893346e-06
KR,MY,PH,,37.185570299617275,Ammonia Transport [PH-MY],0.0032710902665615
KR,MY,PH,,37.185570299617275,HVDC Cables  [PH-MY],0.6164864401209472
KR,MY,PH,,74.37114063285783,Rooftop PV [KR],0.7736868014672353
KR,MY,PH,,74.37114063285783,Openfield PV [KR],2.1143694432534907
KR,MY,PH,,74.37114063285783,Onshore wind [KR],0.8799121198031543
KR,MY,PH,,74.37114063285783,Offshore wind [KR],1.4978495899277262
KR,MY,PH,,74.37114063285783,Fossil fuel powerplant [KR],5.338116270596109
KR,MY,PH,,74.37114063285783,Battery storage [KR],3.0381098520926724
KR,MY,PH,,74.37114063285783,Electric High Temp. Heating [KR],0.2595728532289268
KR,MY,PH,,74.37114063285783,Electricity to Ammonia [KR],0.0001405528463468
KR,MY,PH,,74.37114063285783,Ammonia storage [KR],0.000136236647091
KR,MY,PH,,74.37114063285783,Ammonia to electricity [KR],5.906976609053792e-05
KR,MY,PH,,74.37114063285783,Ammonia High Temp. Heating [KR],2.5422364057891253e-05
KR,MY,PH,,74.37114063285783,Fossil High Temp. Heating [KR],2.2169217279766587
KR,MY,PH,,74.37114063285783,Electricity Demand [KR],0.0
KR,MY,PH,,74.37114063285783,High Temp. Heating Demand [KR],0.0
KR,MY,PH,,74.37114063285783,Rooftop PV [PH],6.701704081708233e-11
KR,MY,PH,,74.37114063285783,Openfield PV [PH],0.3726183463752478
KR,MY,PH,,74.37114063285783,Onshore wind [PH],8.229857313297474
KR,MY,PH,,74.37114063285783,Offshore wind [PH],4.9790305270128155
KR,MY,PH,,74.37114063285783,Fossil fuel powerplant [PH],2.051538088245243e-07
KR,MY,PH,,74.37114063285783,Battery storage [PH],8.78838785682507e-06
KR,MY,PH,,74.37114063285783,Electric High Temp. Heating [PH],0.1270286577816143
KR,MY,PH,,74.37114063285783,Electricity to Ammonia [PH],0.0024373557646147
KR,MY,PH,,74.37114063285783,Ammonia storage [PH],0.0017192518059984
KR,MY,PH,,74.37114063285783,Ammonia to electricity [PH],0.0007397501157613
KR,MY,PH,,74.37114063285783,Ammonia High Temp. Heating [PH],0.0002407771692216
KR,MY,PH,,74.37114063285783,Fossil High Temp. Heating [PH],0.6122019750765804
KR,MY,PH,,74.37114063285783,Electricity Demand [PH],0.0
KR,MY,PH,,74.37114063285783,High Temp. Heating Demand [PH],0.0
KR,MY,PH,,74.37114063285783,Rooftop PV [MY],6.601636090445159e-11
KR,MY,PH,,74.37114063285783,Openfield PV [MY],1.864303466744224
KR,MY,PH,,74.37114063285783,Onshore wind [MY],4.83531520891412
KR,MY,PH,,74.37114063285783,Offshore wind [MY],5.238488791264384e-10
KR,MY,PH,,74.37114063285783,Fossil fuel powerplant [MY],0.1959856996255965
KR,MY,PH,,74.37114063285783,Battery storage [MY],2.151200471495817
KR,MY,PH,,74.37114063285783,Electric High Temp. Heating [MY],0.1395726267943101
KR,MY,PH,,74.37114063285783,Electricity to Ammonia [MY],0.0015609242938997
KR,MY,PH,,74.37114063285783,Ammonia storage [MY],0.0016487632585105
KR,MY,PH,,74.37114063285783,Ammonia to electricity [MY],0.0006553270271605
KR,MY,PH,,74.37114063285783,Ammonia High Temp. Heating [MY],0.0001854253131399
KR,MY,PH,,74.37114063285783,Fossil High Temp. Heating [MY],0.898561013357355
KR,MY,PH,,74.37114063285783,Electricity Demand [MY],0.0
KR,MY,PH,,74.37114063285783,High Temp. Heating Demand [MY],0.0
KR,MY,PH,,74.37114063285783,Ammonia Transport [KR-PH],2.1476001801045436e-06
KR,MY,PH,,74.37114063285783,HVDC Cables  [KR-PH],6.440002508581762
KR,MY,PH,,74.37114063285783,Ammonia Transport [KR-MY],2.965285527318204e-09
KR,MY,PH,,74.37114063285783,HVDC Cables  [KR-MY],4.312982063417592e-07
KR,MY,PH,,74.37114063285783,Ammonia Transport [PH-MY],2.4057595383940016e-05
KR,MY,PH,,74.37114063285783,HVDC Cables  [PH-MY],0.6059230696249346
KR,MY,PH,,111.5567109331784,Rooftop PV [KR],0.7736868015366397
KR,MY,PH,,111.5567109331784,Openfield PV [KR],2.11436944330718
KR,MY,PH,,111.5567109331784,Onshore wind [KR],0.8799121198230626
KR,MY,PH,,111.5567109331784,Offshore wind [KR],8.385240913036276e-10
KR,MY,PH,,111.5567109331784,Fossil fuel powerplant [KR],7.247549786581428
KR,MY,PH,,111.5567109331784,Battery storage [KR],1.1418924094827725
KR,MY,PH,,111.5567109331784,Electric High Temp. Heating [KR],0.2571746636986243
KR,MY,PH,,111.5567109331784,Electricity to Ammonia [KR],5.3387615663321216e-08
KR,MY,PH,,111.5567109331784,Ammonia storage [KR],4.0824005438595963e-08
KR,MY,PH,,111.5567109331784,Ammonia to electricity [KR],1.936239585663406e-08
KR,MY,PH,,111.5567109331784,Ammonia High Temp. Heating [KR],9.4490438671774e-09
KR,MY,PH,,111.5567109331784,Fossil High Temp. Heating [KR],2.6673036100829166
KR,MY,PH,,111.5567109331784,Electricity Demand [KR],0.0
KR,MY,PH,,111.5567109331784,High Temp. Heating Demand [KR],0.0
KR,MY,PH,,111.5567109331784,Rooftop PV [PH],1.2681123765656208e-11
KR,MY,PH,,111.5567109331784,Openfield PV [PH],1.0890821725692695e-10
KR,MY,PH,,111.5567109331784,Onshore wind [PH],8.229857313534941
KR,MY,PH,,111.5567109331784,Offshore wind [PH],4.12341135675856
KR,MY,PH,,111.5567109331784,Fossil fuel powerplant [PH],5.982295343955542e-08
KR,MY,PH,,111.5567109331784,Battery storage [PH],4.073646485447593e-07
KR,MY,PH,,111.5567109331784,Electric High Temp. Heating [PH],0.1264388989971821
KR,MY,PH,,111.5567109331784,Electricity to Ammonia [PH],1.7010429881092557e-07
KR,MY,PH,,111.5567109331784,Ammonia storage [PH],1.0343654011259289e-07
KR,MY,PH,,111.5567109331784,Ammonia to electricity [PH],4.9084474104779786e-08
KR,MY,PH,,111.5567109331784,Ammonia High Temp. Heating [PH],1.3296277736004875e-08
KR,MY,PH,,111.5567109331784,Fossil High Temp. Heating [PH],0.7893431674596998
KR,MY,PH,,111.5567109331784,Electricity Demand [PH],0.0
KR,MY,PH,,111.5567109331784,High Temp. Heating Demand [PH],0.0
KR,MY,PH,,111.5567109331784,Rooftop PV [MY],1.2735924016664396e-11
KR,MY,PH,,111.5567109331784,Openfield PV [MY],1.3403469947315465
KR,MY,PH,,111.5567109331784,Onshore wind [MY],4.835315209111345
KR,MY,PH,,111.5567109331784,Offshore wind [MY],1.0967657641271728e-08
KR,MY,PH,,111.5567109331784,Fossil fuel powerplant [MY],0.7688802957762112
KR,MY,PH,,111.5567109331784,Battery storage [MY],1.1080120398764763
KR,MY,PH,,111.5567109331784,Electric High Temp. Heating [MY],0.1382720006921288
KR,MY,PH,,111.5567109331784,Electricity to Ammonia [MY],8.55453334346465e-08
KR,MY,PH,,111.5567109331784,Ammonia storage [MY],6.247472363381184e-08
KR,MY,PH,,111.5567109331784,Ammonia to electricity [MY],2.4751527240329975e-08
KR,MY,PH,,111.5567109331784,Ammonia High Temp. Heating [MY],1.1211366857775043e-08
KR,MY,PH,,111.5567109331784,Fossil High Temp. Heating [MY],1.143893551811629
KR,MY,PH,,111.5567109331784,Electricity Demand [MY],0.0
KR,MY,PH,,111.5567109331784,High Temp. Heating Demand [MY],0.0
KR,MY,PH,,111.5567109331784,Ammonia Transport [KR-PH],7.203941460166422e-10
KR,MY,PH,,111.5567109331784,HVDC Cables  [KR-PH],6.190277722335185
KR,MY,PH,,111.5567109331784,Ammonia Transport [KR-MY],6.653978079960493e-11
KR,MY,PH,,111.5567109331784,HVDC Cables  [KR-MY],5.706422227356982e-08
KR,MY,PH,,111.5567109331784,Ammonia Transport [PH-MY],8.612750953260231e-10
KR,MY,PH,,111.5567109331784,HVDC Cables  [PH-MY],0.5481957572295598
KR,MY,PH,,148.7422812329125,Rooftop PV [KR],0.7736868013115626
KR,MY,PH,,148.7422812329125,Openfield PV [KR],2.114369443256474
KR,MY,PH,,148.7422812329125,Onshore wind [KR],0.8799121198208186
KR,MY,PH,,148.7422812329125,Offshore wind [KR],2.7843258623704367e-10
KR,MY,PH,,148.7422812329125,Fossil fuel powerplant [KR],8.496245913491357
KR,MY,PH,,148.7422812329125,Battery storage [KR],0.3527713047699481
KR,MY,PH,,148.7422812329125,Electric High Temp. Heating [KR],0.2551216516578151
KR,MY,PH,,148.7422812329125,Electricity to Ammonia [KR],5.6352017577645536e-08
